,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
51915,To attend events in ethnic communities on behalf of the Government of Canada.,2013-10-23,2013-10-24,"Toronto, Ontario / Vancouver, British Columbia, Canada",1330.84,0.0,212.75,123.2,0.0,1666.79,To attend events in ethnic communities on behalf of the Government of Canada.
51916,"Attend meetings, roundtables, Citizenship ceremony and events.",2013-10-24,2013-10-27,"Toronto, Ontario, Canada",924.62,0.0,0.0,0.0,32.4,957.02,"Attend meetings, roundtables, Citizenship ceremony and events."
51917,"To assist the Minister with the Passport announcement, Comprehensive Economic and trade Agreement (CETA), roundtable and celebratory events for Diwali.",2013-10-24,2013-10-28,"Toronto, Ontario, Canada",633.13,49.25,0.0,17.3,0.0,699.68,"To assist the Minister with the Passport announcement, Comprehensive Economic and trade Agreement (CETA), roundtable and celebratory events for Diwali."
51918,Accompany the Deputy Minister to meetings and visa processing centres in Russia and India. Accompany the Deputy Minister to meetings with dignitaries and assess CIC operations in Russia and India.,2013-11-09,2013-11-16,"Montréal, Quebec, Canada / Paris, France / Moscow, Russia / Vienna, Austria / Delhi, India",7512.41,0.0,1341.65,515.8,0.0,9369.86,Accompany the Deputy Minister to meetings and visa processing centres in Russia and India. Accompany the Deputy Minister to meetings with dignitaries and assess CIC operations in Russia and India.
51919,An in person meeting with the new British Columbia Assistant Deputy Minister (ADM) to establish relationship for future teleconference meetings in relation to the Settlement Transition file. Other meetings are planned with Stakeholders and CIC Regional staff.,2013-10-29,2013-11-01,"Vancouver, British Columbia, Canada",1023.26,140.0,300.58,181.85,0.0,1645.69,An in person meeting with the new British Columbia Assistant Deputy Minister (ADM) to establish relationship for future teleconference meetings in relation to the Settlement Transition file. Other meetings are planned with Stakeholders and CIC Regional staff.
51920,Speaking engagement at ethnic gala in Toronto,2013-10-30,2013-10-30,"Toronto, Ontario, Canada",324.0,0.0,0.0,0.0,0.0,324.0,Speaking engagement at ethnic gala in Toronto
51921,An in person meeting with the new British Columbia Assistant Deputy Minister to establish relationship for future teleconference meetings in relation to the Settlement Transition file. Other meetings are planned with Stakeholder and CIC regional staff.,2013-10-30,2013-10-31,"Vancouver, British Columbia, Canada",1034.83,147.5,150.29,148.8,0.0,1481.42,An in person meeting with the new British Columbia Assistant Deputy Minister to establish relationship for future teleconference meetings in relation to the Settlement Transition file. Other meetings are planned with Stakeholder and CIC regional staff.
51922,To attend events in Ethnic communities on behalf of the Government of Canada.,2013-11-06,2013-11-06,"Montréal, Quebec, Canada",0.0,0.0,0.0,42.0,0.0,42.0,To attend events in Ethnic communities on behalf of the Government of Canada.
51923,To assist the Minister with events in Toronto.,2013-11-07,2013-11-15,"Toronto, Ontario, Canada",129.16,59.4,0.0,17.3,0.0,205.86,To assist the Minister with events in Toronto.
51924,"To visit CIC operations in Moscow, New Delhi, Chandigarh and London.",2013-11-09,2013-11-18,"Moscow, Russia / New Delhi, India / Chandigarh, India And London, United Kingdom",10948.87,125.16,2006.1,935.34,0.0,14015.47,"To visit CIC operations in Moscow, New Delhi, Chandigarh and London."
51925,Court appearance for Grievance.,2014-01-07,2014-01-08,"Toronto, Ontario, Canada",0.0,449.18,149.64,50.35,0.0,649.17,Court appearance for Grievance.
51926,Traveling with Minister to Stakeholder meeting and events.,2013-11-09,2013-11-10,"Toronto, Ontario, Canada",648.79,155.58,129.46,180.3,0.0,1114.13,Traveling with Minister to Stakeholder meeting and events
51927,To assist the Minister at events and meetings.,2013-12-06,2013-12-08,"Vancouver, British Columbia, Canada",1568.14,222.41,288.82,239.6,0.0,2318.97,To assist the Minister at meetings and events.
51928,"Visit of the Embassy and offices in India, Russia and London with the Deputy Minister.",2013-11-09,2013-11-18,"Moscow, Russia / New Delhi, India, Chandigarh, India And London, United Kingdom",9440.13,501.24,2164.65,1009.83,0.0,13115.85,"Visit of the Embassy and offices in India, Russia and London with the Deputy Minister."
51932,Announcement and visit to Settlement organization in Quebec City.,2013-11-14,2013-11-15,"Toronto, Ontario / Quebec City, Quebec, Canada",868.35,95.0,152.76,96.3,0.0,1212.41,Announcement and visit to Settlement organization in Quebec City.
51933,To attend Multicultural events and stakeholder meetings,2013-12-06,2013-12-08,"Vancouver, British Columbia / Toronto, Ontario, Canada",2708.5,0.0,250.7,139.85,0.0,3099.05,To attend Multicultural events and stakeholder meetings.
51934,Assist the Minister to Quebec city for events and to Toronto for briefings and media interviews.,2013-11-15,2013-11-17,"Quebec, Quebec And Toronto, Ontario, Canada",740.4,254.82,152.76,122.55,0.0,1270.53,Assist the Minister to Quebec city for events and to Toronto for briefings and media interviews.
51936,Assist the Minister with meetings and events.,2013-11-18,2013-11-18,"Toronto, Ontario, Canada",0.0,72.6,0.0,0.0,0.0,72.6,Assist the Minister with meetings and events.
51937,To assist the Minister with events in Toronto.,2013-11-22,2013-11-22,"Toronto, Ontario, Canada",810.75,129.3,0.0,57.1,0.0,997.15,To assist the Minister with events in Toronto.
51938,Assist the Minister with meetings and events.,2013-11-22,2013-11-22,"Toronto, Ontario, Canada",0.0,79.03,0.0,0.0,0.0,79.03,Assist the Minister with meetings and events.
51939,To attend Multicultural events and stakeholder meetings.,2013-11-22,2013-11-24,"Ottawa, Ontario, Canada",648.79,0.0,258.92,223.85,0.0,1131.56,To attend Multicultural events and stakeholder meetings.
51940,To assist the Minister at events and meetings.,2013-11-22,2013-11-24,"Toronto, Ontario, Canada",648.79,175.23,276.92,206.55,0.0,1307.49,To assist the Minister at events and meetings.
51941,To assist the Minister with events in Toronto.,2014-02-27,2014-02-28,"Toronto, Ontario, Canada",496.08,65.0,0.0,17.3,0.0,578.38,To assist the Minister with events in Toronto.
51942,"Presenting CIC overview at the 21st Annual Immigration Law Summit, November 26, 2013.",2013-11-25,2013-11-26,"Toronto, Ontario, Canada",488.06,363.09,174.59,107.45,0.0,1133.19,"Presenting CIC overview at the 21st Annual Immigration Law Summit, November 26, 2013."
51943,Keynote speaker at Greater Toronto Area (GTA) newcomer event.,2013-11-27,2013-11-27,"Toronto, Ontario, Canada",631.66,40.0,0.0,0.0,0.0,671.66,Keynote speaker at Greater Toronto Area (GTA) newcomer event.
51944,To assist the Minister at a keynote speech in Toronto.,2013-11-27,2013-11-27,"Toronto, Ontario, Canada",544.76,15.5,0.0,0.0,0.0,560.26,To assist the Minister at a keynote speech in Toronto.
51945,Travel with Minister,2013-11-28,2013-11-28,"Toronto, Ontario, Canada",678.17,164.39,0.0,42.0,0.0,884.56,Travel with Minister
51946,To attend events in Ethnic communities on behalf of the Government of Canada.,2013-11-28,2013-11-28,"Toronto, Ontario, Canada",678.17,0.0,0.0,42.0,0.0,720.17,To attend events in Ethnic communities on behalf of the Government of Canada.
51947,To assist the Minister with events in Toronto.,2013-11-29,2013-12-02,"Toronto, Ontario, Canada",519.42,178.37,0.0,17.3,13.32,728.41,To assist the Minister with events in Toronto.
51948,To attend Multicultural events and stakeholder meetings.,2013-12-01,2013-12-02,"Toronto, Ontario, Canada",421.01,0.0,20.0,0.0,0.0,441.01,To attend Multicultural events and stakeholder meetings.
51949,"To co-chair a meeting of Federal / provincial / Territorial (FPT) Deputy Ministers responsible for Immigration in Toronto, Ontario.",2013-12-03,2013-12-04,"Toronto, Ontario, Canada",753.45,31.0,196.05,50.35,0.0,1030.85,"To co-chair a meeting of Federal / provincial / Territorial (FPT) Deputy Ministers responsible for Immigration in Toronto, Ontario."
51950,Attend the Federal / Provincial / territorial (FPT) Deputy Ministers meeting in Toronto.,2013-12-03,2013-12-04,"Toronto, Ontario, Canada",638.5,71.0,196.05,50.35,0.0,955.9,Attend the Federal / Provincial / territorial (FPT) Deputy Ministers meeting in Toronto.
51951,Assist the Minister with meetings and events.,2013-12-03,2013-12-03,"Toronto, Ontario, Canada",0.0,61.85,0.0,0.0,0.0,61.85,Assist the Minister with meetings and events.
51952,To co-chair the Federal / Provincial / Territotial (FPT) meeting of deputy Ministers for Immigration in Toronto,2013-12-03,2013-12-04,"Toronto, Ontario, Canada",465.79,57.8,196.05,50.35,0.0,769.99,To co-chair the Federal / Provincial / Territotial (FPT) meeting of deputy Ministers for Immigration in Toronto
51953,To travel to/from CIC office and home for internship.,2013-12-06,2013-12-06,"Ottawa, Ontario, Canada",0.0,100.32,0.0,0.0,0.0,100.32,To travel to/from CIC office and home for internship.
51954,"To attend roundtables with stakeholder, meet with CIC officials and tour CIC operations.",2013-12-06,2013-12-06,"Toronto, Ontario, Canada",539.17,66.5,0.0,72.85,0.0,678.52,"To attend roundtables with stakeholder, meet with CIC officials and tour CIC operations."
51955,Attend CIC events and meet with stakeholders in Montreal.,2013-12-15,2013-12-15,"Montréal, Quebec, Canada",1220.13,0.0,0.0,0.0,0.0,1220.13,Attend CIC events and meet with stakeholders in Montreal.
51956,To assist the Minister with events in Toronto.,2013-12-17,2013-12-20,"Toronto, Ontario, Canada",339.0,21.25,0.0,51.9,18.94,431.09,To assist the Minister with events in Toronto.
51957,"To assist the Minister, attend roundtables and meetings with stakeholders.",2013-12-18,2013-12-19,"Toronto, Ontario, Canada",395.25,98.8,161.24,122.55,0.0,777.84,"To assist the Minister, attend roundtables and meetings with stakeholders."
51958,To assist the Minister with events.,2013-12-19,2013-12-19,"Toronto, Ontario, Canada",125.43,0.0,0.0,0.0,0.0,125.43,To assist the Minister with events
51959,Training,2015-09-13,2015-09-18,"London, United Kingdom",737.54,67.56,0.0,103.8,0.0,908.9,Training
51960,Selection process 2013. Citizenship and immigration Canada (IMC) Internally advertised (IA) Indeterminate (ID) Deployment (DM) 18931 - Candidates interviews,2013-12-20,2013-12-20,"Montréal, Quebec, Canada",0.0,168.31,0.0,0.0,15.1,183.41,Selection process 2013. Citizenship and immigration Canada (IMC) Internally advertised (IA) Indeterminate (ID) Deployment (DM) 18931 - Candidates interviews.
51962,Selection process 2013. Citizenship and immigration Canada (IMC) Internally advertised (IA) Inderminate (ID) Deployment (DM) 18931 - Candidates interviews.,2013-12-20,2013-12-20,"Montréal, Quebec, Canada",0.0,138.31,0.0,15.1,0.0,153.41,Selection process 2013. Citizenship and immigration Canada (IMC) Internally advertised (IA) Inderminate (ID) Deployment (DM) 18931 - Candidates interviews.
51964,Travel with Minister,2014-01-02,2014-01-13,"Toronto, Ontario, Canada / Frankfurt, Germany / New Delhi, Amritsar, Ludhiana, Qadian, Chandigarh, Jalandhar, And Sehaura, India / Lahore And Nankana, Pakistan / Zurich, Switzerland",3524.45,0.0,1227.14,1076.48,0.0,5828.07,Travel with Minister
51965,Official Government business.,2014-01-02,2014-01-13,"Toronto, Ontario, Canada / Frankfurt, Germany / New Delhi, Amritsar, Ludhiana, Qadian, Chandigarh, Jalandhar, And Sehaura, India / Lahore And Nankana, Pakistan And Zurich, Switzerland",5719.15,0.0,1041.37,1299.67,0.0,8060.19,Official Government business.
51966,To accompany the Minister to meetings and tour stakeholder operations.,2014-01-09,2014-01-12,"Toronto, Ontario, Canada",0.0,188.15,0.0,0.0,0.0,188.15,To accompany the Minister to meetings and tour stakeholder operations.
51967,Assist the Minister with meetings and events.,2014-01-10,2014-01-10,"Toronto, Ontario, Canada",0.0,99.19,0.0,30.85,0.0,130.04,Assist the Minister with meetings and events.
51968,"To assist the Minister, and accompany him for media interviews and other events in the Greater Toronto Area.",2014-01-14,2014-01-19,"Toronto, Ontario, Canada",0.0,407.52,0.0,0.0,0.0,407.52,"To assist the Minister, and accompany him for media interviews and other events in the Greater Toronto Area."
51969,To provide policy support to the Minister during a roundtable.,2014-01-16,2014-01-16,"Toronto, Ontario, Canada",291.0,141.92,0.0,0.0,0.0,432.92,To provide policy support to the Minister during a roundtable.
51970,"Tour stakeholder and CIC operations, meetings and roundtables with stakeholders, media events in Vancouver.",2014-01-20,2014-01-21,"Vancouver, British Columbia, Canada",1061.14,99.0,0.0,138.3,0.0,1298.44,"Tour stakeholder and CIC operations, meetings and roundtables with stakeholders, media events in Vancouver."
51971,To assist the Minister with events in Vancouver and Toronto.,2014-01-20,2014-01-22,"Vancouver, British Columbia And Toronto, Ontario, Canada",1066.79,237.91,150.28,51.9,27.74,1534.62,To assist the Minister with events in Vancouver and Toronto.
51972,Accompany Minister to meetings and events.,2014-01-20,2014-01-21,"Vancouver And Burnaby, British Columbia, Canada",0.0,100.47,0.0,0.0,0.0,100.47,Accompany Minister to meetings and events
51973,Assist the Minister with meetings and events.,2014-01-22,2014-01-22,"Toronto, Ontario, Canada",0.0,87.0,0.0,15.1,0.0,102.1,Assist the Minister with meetings and events.
51974,Participate in meetings and media events in Montreal.,2014-02-06,2014-02-07,"Montréal, Quebec, Canada",678.14,0.0,129.71,0.0,0.0,807.85,Participate in meetings and media events in Montreal.
51975,To attend cultural events and stakeholders meetings.,2014-01-22,2014-01-25,"Edmonton, Calgary / Toronto, Ontario, Canada",782.41,0.0,149.64,107.45,0.0,1039.5,To attend cultural events and stakeholders meetings.
51976,"To attend meetings, roundtables and events.",2014-01-23,2014-01-23,"Montréal, Quebec, Canada",0.0,110.0,0.0,42.0,0.0,152.0,"To attend meetings, roundtables and events."
51977,To view CIC - Canada Border Services Agency (CBSA) Operations and visit the Ontario Regional Offices.,2014-01-23,2014-01-25,"Toronto, Ontario, Canada",444.82,71.95,138.05,123.2,0.0,778.02,To view CIC - Canada Border Services Agency (CBSA) Operations and visit the Ontario Regional Offices.
51978,To assist the Minister at meetings and events.,2014-01-24,2014-01-25,"Toronto, Ontario, Canada",619.41,192.06,0.0,72.85,0.0,884.32,To assist the Minister at meetings and events.
51979,2013-2014 - Strategic leadership program in Toronto.,2014-01-28,2014-01-30,"Toronto, Ontario, Canada",671.41,67.5,368.9,135.9,0.0,1243.71,2013-2014 - Strategic leadership program in Toronto.
51980,Attend meetings and events in Toronto and surrounding area.,2014-01-30,2014-01-30,"Toronto, Ontario, Canada",602.98,0.0,0.0,0.0,0.0,602.98,Attend meetings and events in Toronto and surrounding area.
51981,To assist the Minister with events in Toronto.,2014-01-30,2014-02-03,"Toronto, Ontario, Canada",588.53,255.82,0.0,0.0,0.0,844.35,To assist the Minister with events in Toronto.
51982,To attend focus groups.,2014-02-10,2014-02-12,"Montréal, Quebec And Toronto, Ontario, Canada",0.0,204.06,165.41,197.6,0.0,567.07,To attend focus groups.
51983,To assist the minister at events and meetings for lunar new year.,2014-01-30,2014-02-03,"Toronto, Ontario, Canada",648.79,328.29,414.12,256.25,0.0,1647.45,To assist the minister at events and meetings for lunar new year.
51984,Assist the Minister with meetings and events.,2014-01-30,2014-01-30,"Toronto, Ontario, Canada",0.0,73.6,0.0,0.0,0.0,73.6,Assist the Minister with meetings and events.
51985,To attend cultural events and meetings with stakeholders on behalf of the Government of Canada.,2014-01-30,2014-02-02,"Toronto, Ontario, Canada",693.99,20.0,461.07,256.25,0.0,1431.31,To attend cultural events and meetings with stakeholder on behalf of the Government of Canada
51986,To assist the Minister at meetings and events for Lunar New Year.,2014-01-30,2014-02-02,"Toronto, Ontario, Canada",648.79,66.48,414.12,238.95,0.0,1368.34,To assist the Minister at meetings and events for Lunar New Year.
51987,"Regional visit, Tour of the Vegreville operations and Calgary office to review provision of common services in the region, post-Deficit Reduction Action Plan (DRAP).",2014-02-03,2014-02-05,"Edmonton, Vegreville And Calgary, Alberta, Canada",706.6,145.65,307.62,254.7,225.0,1639.57,"Regional visit, Tour of the Vegreville operations and Calgary office to review provision of common services in the region, post-Deficit Reduction Action Plan (DRAP)."
51988,To assist the Minister for an announcement and media appearances in Toronto.,2014-02-05,2014-02-07,"Toronto, Ontario, Canada",566.2,0.0,0.0,32.55,0.0,598.75,To assist the Minister for an announcement and media appearances in Toronto.
51989,To assist the Minister with events and media.,2014-02-05,2014-02-08,"Toronto, Ontario, Canada",742.22,20.0,299.3,80.55,0.0,1142.07,To assist the Minister with events and media.
51990,To assist the minister at events and meetings for lunar new year.,2014-02-06,2014-02-09,"Vancouver, British Columbia, Canada",1203.15,199.17,376.05,318.6,0.0,2096.97,To assist the minister at events and meetings for lunar new year.
51991,Accompany Minister for meetings and interviews in Montreal.,2014-02-06,2014-02-07,"Montréal, Quebec, Canada",0.0,69.16,129.71,0.0,0.0,198.87,Accompany Minister for meetings and interviews in Montreal.
