,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
51218,Accompany the Minister to meetings with key stakeholders,2023-01-09,2023-01-13,"Montréal, Quebec / Sherbrooke, Quebec / Bromont, Quebec / Quebec, Quebec, Canada",831.09,460.94,740.2,409.8,0.0,2442.03,Airfare cancelled due to inclement weather / Other transportation includes train fare / Travelled with Minister and staff member via vehicle rental
51220,Accompany the Minister to the Health Ministers' Meeting,2022-11-06,2022-11-09,"Vancouver, British Columbia, Canada",1402.48,41.0,701.52,238.7,0.0,2383.7,A travel credit in the amount of $842.23 was applied to the airfare
51225,Key stakeholder engagement meetings,2023-01-17,2023-01-18,"Toronto, Ontario Canada",492.26,220.39,0.0,125.5,0.0,838.15,Other transportation includes train fare
51228,Accompany the Parliamentary Secretary to announcement and key stakeholder engagements,2023-01-19,2023-01-20,"Fredericton, New Brunswick / Moncton, New Brunswick / Montréal, Quebec, Canada",1703.79,179.48,373.71,181.85,0.0,2438.83,Other Transportation includes vehicle rental
51236,Travel cancelled,2022-07-03,2022-07-06,"Vancouver, British Columbia, Canada",2054.65,0.0,0.0,0.0,0.0,2054.65,"A travel credit in the amount of $1,954.31 was issued"
51240,Mental Health Commission of Canada (MHCC) Board Meeting,2022-10-04,2022-10-06,"Winnipeg, Manitoba, Canada",0.0,167.03,0.0,177.4,0.0,344.43,Airfare and lodging paid by MHCC
51241,Canadian Agency for Drugs and Technologies in Health (CADTH) Board of Directors Meeting,2022-09-27,2022-09-29,"Toronto, Ontario, Canada",1296.17,208.19,0.0,106.3,0.0,1610.66,Lodging paid by CADTH and most meals provided
51252,To attend Hélios leadership training,2022-12-05,2022-12-08,"Montréal, Quebec, Canada",0.0,112.56,1394.79,290.1,0.0,1797.45,Other transportation includes train fare
51258,To attend the Mental Health Commission of Canada (MHCC) Board Meeting,2022-11-22,2022-11-24,"Toronto, Ontario, Canada",690.03,54.04,0.0,187.9,0.0,931.97,Lodging paid by MHCC
51259,Travel cancelled - National Summit on Indigenous Mental Wellness (NSIMW),2022-09-22,2022-09-23,"Toronto, Ontario, Canada",673.98,0.0,0.0,0.0,0.0,673.98,A future travel credit was issued
51261,Attend the 24th International AIDS Conference,2022-07-31,2022-08-01,"Montréal, Quebec, Canada",1115.98,0.0,0.0,0.0,0.0,1115.98,Lodging in the amount of $332.01 was paid by PHAC
51270,Meetings with key stakeholders,2023-01-22,2023-01-25,"Guelph, Ontario / Hamilton, Ontario, Canada",732.71,36.0,577.78,102.45,0.0,1448.94,Travel credit in the amount of $496.83 was applied to one part of the flight and a travel credit in the amount of $240.44 was issued for a cancelled flight
51277,Accompany the Minister to various announcements and meetings,2023-01-23,2023-01-25,"Hamilton, Ontario, Canada",99.2,757.54,420.72,56.6,0.0,1334.06,Airfare cancelled - service fees / Other transportation includes use of privately-owned vehicle
51305,Key stakeholder engagement meetings,2022-11-15,2022-11-15,"Montréal, Quebec, Canada",0.0,36.0,0.0,0.0,0.0,36.0,Use of government owned vehicle to travel to Montreal
51318,Canadian Council for Refugees Consultation Spring 2019,2019-05-29,2019-06-04,"Victoria, British Columbia, Canada",1504.21,77.7,440.56,302.35,0.0,2324.82,"Personnal day June 1 -2, 2019"
51436,Support the Minister during the Echo Announcement and stakeholders meetings,2017-04-06,2017-04-07,"Vancouver, British Columbia, Canada",5924.01,29.29,186.83,127.25,0.0,6267.38,Credit 3412.74
51483,Key Stakeholder Engagement - Meetings,2018-03-21,2018-03-25,"Saskatoon, Saskatchewan, Canada",345.03,228.26,329.27,241.5,38.11,1182.17,HRG Fees 12.53
51484,Training  ,2018-03-26,2018-03-28,"Montréal, Quebec, Canada",0.0,344.32,608.83,175.25,12.53,1140.93,HRG Fees 12.53
51486,Core Mandate - Meetings,2018-04-13,2018-04-13,"Toronto, Ontario, Canada",645.99,80.0,0.0,19.2,12.53,757.72,HRG Fees 12.53
51488,Core Mandate - Meetings,2018-03-19,2018-03-23,"Calgary, Alberta, Canada",2270.91,125.25,785.88,437.45,124.09,3743.58,HRG Fees 12.53 and other reimbursed fees
51489,Core Mandate - Meetings,2018-03-05,2018-03-05,"Toronto, Ontario, Canada",510.0,175.0,0.0,85.35,12.43,782.78,HRG Fees 12.43
51495,"Providing Office of Conflict Resolution Services to Immigration, Refugees and Citizenship Canada",2018-05-14,2018-05-16,"Winnipeg, Manitoba, Canada",784.55,194.59,312.18,273.4,12.53,1577.25,HRG fees 12.53$
51496,Meeting with several stakeholders regarding on-going discussion on airport service,2018-05-17,2018-05-17,"Toronto, Ontario, Canada",588.13,84.35,0.0,67.35,12.43,752.26,HRG fees 12.43$
51497,Visiting China and meeting in Vancouver,2018-03-31,2018-04-07,"Beijing, China / Hong Kong, China / Vancouver, British Columbia, Canada",1905.38,125.44,278.48,227.35,12.53,2549.18,HRG fees 12.53$
51498,"Visiting the  ""Ministère Immigration, Diversité et Inclusion""",2018-05-25,2018-05-25,"Montréal, Quebec, Canada",0.0,305.45,0.0,0.0,12.43,317.88,HRG fees 12.43$
51499,Training,2018-05-07,2018-05-08,"Montréal, Quebec, Canada",0.0,198.12,173.74,169.55,32.03,573.44,HRG fees 12.53$
51500,Participating in Town Hall as well as visit the Client Experience Branch,2018-04-19,2018-04-19,"Montréal, Quebec, Canada",0.0,303.33,0.0,19.2,12.43,334.96,HRG fees 12.43$
51511,Core Mandate - Meetings,2018-03-14,2018-03-16,"Vancouver, British Columbia, Canada",1333.98,59.1,364.26,175.25,12.53,1945.12,HRG Fees 12.53
51512,Training  ,2018-04-04,2018-04-06,"London, Ontario, Canada",628.07,112.0,0.0,51.9,12.53,804.5,HRG Fees 12.53
51525,Core Mandate - Meetings,2018-04-11,2018-04-13,"Toronto, Ontario, Canada",160.94,94.0,561.74,157.9,12.53,987.11,HRG Fees 12.53
51528,Meeting with Senior Officials from Ontario,2018-04-24,2018-04-24,"Toronto, Ontario, Canada",939.49,97.0,0.0,67.35,12.43,1116.27,HRG fees 12.43$
51532,2018 Leader Character Conference,2018-05-29,2018-05-30,"Toronto, Ontario, Canada",429.0,138.0,269.12,54.05,59.53,949.7,HRG fees 12.53$
51533,Co-planning session with Manitoba Government,2018-05-24,2018-05-25,"Winnipeg, Manitoba, Canada",989.55,45.0,156.09,130.9,12.53,1334.07,HRG fees 12.53$
51536,Travelling to Toronto with Deputy Minister and Associate Deputy Minister,2018-06-14,2018-06-15,"Toronto, Ontario, Canada",923.21,71.4,316.24,130.9,12.53,1454.28,HRG fees 12.53$
51537,Business trip to Toronto with the Deputy Minister,2018-06-14,2018-06-17,"Toronto, Ontario, Canada",723.33,52.78,464.2,130.9,12.53,1383.74,HRG fees 12.53$
51540,Meeting with Senior Officials from Ontario,2018-04-30,2018-04-30,"Toronto, Ontario, Canada",761.57,112.0,0.0,19.2,12.43,905.2,HRG fees 12.43$
51542,Meet and greet with Deputy  Minister and McKinsey and Company,2018-06-14,2018-06-15,"Toronto, Ontario, Canada",1069.88,43.4,464.2,82.75,49.93,1710.16,HRG fees 12.53$
51543,Public Policy Forum Event,2018-04-12,2018-04-13,"Toronto, Ontario, Canada",791.22,44.9,464.31,121.4,49.93,1471.76,HRG fees 12.53$ - A charge of 99.44$ for VIP Agency Services
51544,"Immigration, Refugees and Citizenship Canada workshop",2018-06-14,2018-06-15,"Toronto, Ontario, Canada",824.23,60.0,464.2,82.75,12.53,1443.71,HRG fees 12.53$
51546,Public Policy Forum board of directors meeting,2018-06-08,2018-06-08,"Toronto, Ontario, Canada",474.11,110.0,0.0,19.45,12.53,616.09,HRG fees 12.53$
51561,Visiting port of Entry,2018-07-05,2018-07-05,"Montréal, Quebec, Canada",0.0,280.48,0.0,19.2,12.53,312.21,HRG fees 12.53$
51569,Attending the Federal-Provincial-Territorial Ministerial meeting on behalf of the Deputy Minister,2018-07-12,2018-07-13,"Winnipeg, Manitoba, Canada",1367.17,205.38,235.32,82.75,12.53,1903.15,HRG fees 12.53$
51572,Attending the Federal-Provincial-Territorial meeting,2018-07-12,2018-07-13,"Winnipeg, Manitoba, Canada",566.68,98.0,223.49,34.6,12.53,935.3,HRG fees 12.53$
51576,Meeting with the new Minister,2018-07-23,2018-07-23,"Montréal, Quebec, Canada",308.72,29.0,0.0,19.2,12.53,369.45,HRG fees 12.53$
51577,Media Technical Briefing,2018-07-26,2018-07-26,"Toronto, Ontario, Canada",731.03,104.45,0.0,19.2,12.53,867.21,HRG fees 12.53$
51579,"Traveling to Montreal with Associate Assistant Deputy Minister, Operations",2018-08-02,2018-08-02,"Montréal, Quebec, Canada",0.0,0.0,0.0,38.65,4.44,43.09,HRG fees 4.44$
51582,Cancelled Trip,2018-05-01,2018-05-01,"Montréal, Quebec, Canada",5.65,0.0,0.0,0.0,0.0,5.65,Cancellation fees
51584,Cancelled Trip,2018-04-18,2018-04-18,"Toronto, Ontario, Canada",88.0,0.0,0.0,0.0,0.0,88.0,Cancellation fees
51585,Ontario Municipal Social Services Association meeting presentation,2018-07-31,2018-07-31,"Toronto, Ontario, Canada",164.98,134.0,0.0,19.2,12.53,330.71,HRG fees 12.53
51588,Cancelled Trip,2018-07-24,2018-07-24,"Montréal, Quebec, Canada",0.0,100.4,0.0,0.0,0.0,100.4,Cancellation fees
51590,Cancelled Trip,2018-08-02,2018-08-02,"Montréal, Quebec, Canada",0.0,335.7,0.0,19.2,12.53,367.43,Cancelled trip - HRG fees 12.53$
51601,Cancelled Trip,2018-07-24,2018-07-24,"Montréal, Quebec, Canada",45.2,0.0,0.0,0.0,5.65,50.85,HRG fees 5.65$
51616,Other,2017-08-04,2017-08-04,"Montréal, Quebec, Canada",0.0,400.02,0.0,0.0,0.0,400.02,Flight Reschedule fee 
51631,Visiting a Client Support Centre,2018-04-19,2018-04-19,"Montréal, Quebec, Canada",0.0,353.06,0.0,19.2,12.53,384.79,HRG fees 12.53$
51632,Core Mandate - Meetings,2017-11-22,2017-11-22,"Ottawa, Ontario, Canada",0.0,0.0,0.0,0.0,26.0,26.0,HRG fees 8.00
51644,Core Mandate - Meetings,2017-09-26,2017-09-26,"Halifax, Nova Scotia, Canada",943.09,189.84,259.23,161.7,39.0,1592.86,HRG fees 11.00
51645,Core Mandate - Meetings,2017-09-14,2017-09-15,"Toronto, Ontario, Canada",879.65,273.7,312.06,143.65,11.0,1620.06,HRG fees 11.00
51648,Immigration Ministers Meeting ,2017-09-14,2017-09-15,"Toronto, Ontario, Canada",578.62,80.0,312.0,86.95,11.0,1068.57,HRG fees 11.00
51649,Training  ,2017-09-10,2017-09-15,"London, Ontario, Canada",575.45,102.75,0.0,121.85,11.0,811.05,HRG fees 11.00
51650,Internal Governance - Conferences,2017-09-17,2017-09-20,"Halifax, Nova Scotia, Canada",266.26,114.5,817.59,289.1,11.0,1498.45,HRG fees 11.00
51662,Core Mandate - Meetings,2017-09-14,2017-09-15,"Toronto, Ontario, Canada",746.67,69.0,312.06,161.7,11.0,1300.43,HRG fees 11.00
51668,Core Mandate - Conferences,2017-09-14,2017-09-15,"Toronto, Ontario, Canada",640.27,60.0,335.26,161.7,11.0,1208.23,HRG fees 11.00
51670,Cabinet retreat with the Minister,2016-04-24,2016-04-26,"Calgary, Alberta, Canada",1108.7,319.84,312.12,68.7,0.0,1809.36,Cabinet retreat with the Minister
51683,Cabinet retreat,2016-04-24,2016-04-26,"Calgary, Alberta, Canada",1920.01,0.0,312.12,51.9,0.0,2284.03,Cabinet retreat
51684,Key Stakeholder Engagement - Meetings,2017-12-01,2017-12-01,"Montréal, Quebec, Canada",0.0,392.72,0.0,18.9,11.0,422.62,HRG fees 11.00
51685,Meeting in Montreal,2018-08-23,2018-08-23,"Montréal, Quebec, Canada",0.0,0.0,0.0,19.2,5.65,24.85,HRG fees 5.65$
51689,Core Mandate - Meetings,2017-11-23,2017-11-24,"Toronto, Ontario, Canada",623.35,56.01,230.85,119.95,56.0,1086.16,HRG fees 11.00
51690,Core Mandate - Conferences,2017-11-17,2017-11-19,"Halifax, Nova Scotia, Canada",645.96,78.62,537.24,70.8,80.0,1412.62,HRG fees 11.00
51691,Core Mandate - Meetings,2017-11-17,2017-11-19,"Halifax, Nova Scotia, Canada",1158.58,38.85,532.24,108.8,80.0,1918.47,HRG fees 11.00
51703,To visit Minister Modi in Vancouver.,2015-04-16,2015-04-17,"Vancouver, British Columbia, Canada",1525.2,0.0,0.0,0.0,0.0,1525.2,To visit Minister Modi in Vancouver.
51706,Core Mandate - Meetings,2017-10-12,2017-10-12,"Toronto, Ontario, Canada",508.99,64.0,0.0,85.35,11.0,669.34,HRG fees 11.00
51725,Training - Other,2018-01-22,2018-01-24,"Montréal, Quebec, Canada",0.0,324.97,378.44,146.6,11.0,861.01,HRG fees 11.00
51727,Attend events and a roundtable in Montreal.,2014-01-12,2014-01-12,"Montréal, Quebec, Canada",306.5,0.0,0.0,0.0,0.0,306.5,Attend events and a roundtable in Montreal.
51739,Core Mandate - Meetings,2017-12-05,2017-12-05,"Toronto, Ontario, Canada",764.39,0.0,0.0,38.0,11.0,813.39,HRG fees of 11.00
51741,Core Mandate - Meetings,2017-12-05,2017-12-05,"Toronto, Ontario, Canada",581.51,191.63,0.0,38.0,11.0,822.14,HRG fees of 11.00
51744,Core Mandate - Meetings,2018-01-20,2018-01-31,"Paris, France / London, England / Manila, Philippines",18215.3,92.67,2698.3,1584.54,47.1,22637.91,Travel with Minister - India portion of trip cancelled. HRG Fees 11.00
51745,Internal Governance - Meetings,2018-01-15,2018-01-17,"Toronto, Ontario, Canada",702.13,208.65,331.54,269.95,50.81,1563.08,HRG fees of 11.00
51750,Core Mandate - Meetings,2018-02-17,2018-02-23,"London, England / Lagos, Nigeria",13675.06,579.17,1336.96,923.26,58.51,16572.96,HRG fees of 11.09$
51751,Core Mandate - Meetings,2018-03-01,2018-03-02,"Toronto, Ontario, Canada",661.06,119.68,173.42,53.7,11.0,1018.86,HRG fees of 11.00
51776,Core Mandate - Meetings,2018-02-28,2018-03-01,"Toronto, Ontario, Canada",700.32,354.5,208.34,53.7,11.09,1327.32,HRG fees of 11.09
51777,Core Mandate - Meetings,2018-03-01,2018-03-02,"Toronto, Ontario, Canada",527.88,121.12,219.98,167.3,11.0,1047.28,HRG fees of 11.00
51795,Providing operational support to the Minister on stakeholder engagement in Western Canada and at Federal-Provincial-Territorial  meeting,2018-07-10,2018-07-12,"Calgary, Alberta / Winnipeg, Manitoba, Canada",1686.36,137.22,597.76,221.75,108.11,2751.2,Penalties fees 65.91$
51845,Assist the Minister with meetings and events.,2013-08-22,2013-08-22,"Toronto, Ontario, Canada",0.0,38.25,0.0,0.0,0.0,38.25,Assist the Minister with meetings and events.
51846,To staff Minister at event and speak with guests about various issues.,2013-05-13,2013-05-13,"Toronto, Ontario, Canada",304.0,20.1,0.0,0.0,0.0,324.1,To staff Minister at event and speak with guests about various issues.
51849,Assisted the Minister with meetings and events in Vancouver.,2013-08-10,2013-08-13,"Vancouver, British Columbia, Canada",2244.75,35.51,370.48,115.15,0.0,2765.89,Assisted the Minister with meetings and events in Vancouver.
51850,To accompany the Deputy Minister to the Federal/Provincial/ Territorial meeting of the Deputy Ministers responsible for Immigration in Toronto.,2013-06-25,2013-06-26,"Toronto, Ontario, Canada",911.79,67.3,209.05,34.6,0.0,1222.74,To accompany the Deputy Minister to the Federal/Provincial/ Territorial meeting of the Deputy Ministers responsible for Immigration in Toronto.
51851,To assist the Federal/Provincial/Territorial Deputy Ministers meeting.,2013-06-25,2013-06-26,"Toronto, Ontario, Canada",388.27,110.5,209.05,34.6,0.0,742.42,To assist the Federal/Provincial/Territorial Deputy Ministers meeting.
51852,To attend meetings in Calgary and assist the Minister in his role as Regional Minister for Southern Alberta,2013-07-04,2013-07-11,"Calgary, Alberta, Canada",1144.99,1014.05,1152.0,628.95,0.0,3939.99,To attend meetings in Calgary and assist the Minister in his role as Regional Minister for Southern Alberta
51854,Travel with the Minister to Stakeholder events and meetings on governement business.,2013-07-17,2013-07-21,"Winnipeg, Manitoba And Vancouver, British Columbia, Canada",1913.77,507.72,676.18,445.5,0.0,3543.17,Travel with the Minister to Stakeholder events and meetings on governement business.
51855,Core Mandate - Meetings,2016-08-23,2016-08-24,"Toronto, Ontario, Canada",205.37,60.0,288.85,96.4,0.0,650.62,Core Mandate - Meetings
51856,To attend Multicultural Stakeholder events and meetings on government business,2013-07-17,2013-07-21,"Winnipeg, Manitoba / Vancouver, British Columbia, Canada",1476.32,0.0,728.44,445.5,0.0,2650.26,To attend Multicultural Stakeholder events and meetings on government business
51857,Assist the Minister with meetings and events.,2013-07-19,2013-07-19,"Toronto, Ontario, Canada",0.0,67.4,0.0,0.0,0.0,67.4,Assist the Minister with meetings and events.
51858,To visit the installations and operations of the Eastern Region’s Office in Montreal and attend meetings with Management,2013-07-25,2013-07-25,"Montréal, Quebec, Canada",0.0,180.31,0.0,15.15,0.0,195.46,To visit the installations and operations of the Eastern Region’s Office in Montreal and attend meetings with Management
51859,Assisted the Minister with meetings and events in Vancouver.,2013-08-08,2013-08-09,"Vancouver, British Columbia, Canada",845.52,25.0,134.47,148.9,0.0,1153.89,Assisted the Minister with meetings and events in Vancouver.
51860,"Assist the Minister for meetings, events and media in Greater Vancouver.",2013-08-09,2013-08-12,"Vancouver, British Columbia, Canada",2244.75,188.51,235.17,174.2,0.0,2842.63,"Assist the Minister for meetings, events and media in Greater Vancouver."
51861,Attend meetings and events with ethnic communities in Vancouver area.,2013-08-10,2013-08-13,"Vancouver, British Columbia, Canada",0.0,100.0,370.48,170.9,0.0,641.38,Attend meetings and events with ethnic communities in Vancouver area.
51862,Travel with the Minister to Multicultural events and stakeholder meetings.,2013-08-10,2013-08-12,"Winnipeg, Manitoba And Toronto, Ontario, Canada",0.0,201.25,354.75,195.2,0.0,751.2,Travel with the Minister to Multicultural events and stakeholder meetings.
51863,To attend Multicultural events and stakeholder meetings.,2013-08-10,2013-08-12,"Winnipeg, Manitoba / Toronto, Ontario, Canada",0.0,0.0,354.75,195.35,0.0,550.1,To attend Multicultural events and stakeholder meetings.
51864,Assist the Minister with meetings and events.,2013-08-15,2013-08-15,"Toronto, Ontario, Canada",0.0,66.55,0.0,0.0,0.0,66.55,Assist the Minister with meetings and events.
51865,To assist the Minister with events in and around the Greater Toronto Area (GTA).,2013-08-16,2013-08-18,"Toronto, Ontario, Canada",496.08,0.0,0.0,48.1,0.0,544.18,To assist the Minister with events in and around the Greater Toronto Area (GTA).
51866,Assist the Minister at an Immigration announcement in Toronto.,2013-08-16,2013-08-18,"Toronto, Ontario, Canada",582.98,55.0,0.0,0.0,0.0,637.98,Assist the Minister at an Immigration announcement in Toronto.
51867,Assist the Minister with meetings and events.,2013-08-16,2013-08-16,"Toronto, Ontario, Canada",0.0,113.85,0.0,0.0,0.0,113.85,Assist the Minister with meetings and events.
51868,Briefings at CIC and meeting with Citizenship Judge,2013-08-20,2013-08-20,"Toronto, Ontario, Canada",565.0,215.0,0.0,0.0,0.0,780.0,Briefings at CIC and meeting with Citizenship Judge
51870,Assist the Minister with meetings and events.,2013-08-24,2013-08-24,"Vaughan, Ontario, Canada",0.0,59.4,0.0,0.0,0.0,59.4,Assist the Minister with meetings and events.
51871,"Stakeholder meetings, media interviews, cultural outreach.",2013-09-03,2013-09-05,"Winnipeg, Manitoba And Toronto, Ontario, Canada",914.6,55.63,147.81,145.1,0.0,1263.14,"Stakeholder meetings, media interviews, cultural outreach."
51872,Meetings related to core mandate CIC items.,2015-01-19,2015-01-19,"Ottawa, Ontario, Canada",605.96,204.0,0.0,0.0,0.0,809.96,Meetings related to core mandate CIC items.
51873,"Meeting with community leaders, roundtables with stakeholders, Tour of settlement organization and meeting with Provincial counterpart.",2013-09-04,2013-09-05,"Winnipeg, Manitoba, Canada",1049.07,10.0,190.98,81.05,0.0,1331.1,"Meeting with community leaders, roundtables with stakeholders, Tour of settlement organization and meeting with Provincial counterpart."
51874,Assist the Minister with meetings and events.,2013-09-05,2013-09-05,"Toronto, Ontario, Canada",0.0,75.35,0.0,30.8,0.0,106.15,Assist the Minister with meetings and events.
51875,Traveling with Minister to Stakeholder meeting and events.,2013-09-07,2013-09-08,"Vancouver, British Columbia, Canada",1239.42,138.46,167.41,89.85,0.0,1635.14,Traveling with Minister to Stakeholder meeting and events.
51877,"Assist the Minister for meetings, events and media in Vancouver.",2013-09-08,2013-09-10,"Toronto, Ontario, Canada",252.13,67.14,0.0,89.85,0.0,409.12,"Assist the Minister for meetings, events and media in Vancouver."
51878,Assist the Minister with meetings and events.,2013-09-09,2013-09-09,"Toronto, Ontario, Canada",0.0,7.65,0.0,0.0,0.0,7.65,Assist the Minister with meetings and events.
51879,Outreach and cultural events in Toronto and Vancouver.,2013-09-25,2013-09-30,"Toronto, Ontario / Vancouver, British-columbia, Canada",1559.11,270.5,187.47,82.7,11.55,2111.33,Outreach and cultural events in Toronto and Vancouver.
51880,"Roundtables with ethnic communities, meeting with Provincial Counterpart, meetings with stakeholders and visit to CIC Montreal Operations.",2013-09-11,2013-09-12,"Montréal, Quebec / Toronto, Ontario, Canada",292.81,110.0,189.22,107.45,0.0,699.48,"Roundtables with ethnic communities, meeting with Provincial Counterpart, meetings with stakeholders and visit to CIC Montreal Operations."
51881,"To assist Minister for meetings, driving and media.",2013-09-11,2013-09-12,"Montréal, Quebec, Canada",0.0,33.34,165.41,179.7,0.0,378.45,"To assist Minister for meetings, driving and media."
51882,Assist the Minister to Montreal for multiple roundtables/ meetings.,2013-09-11,2013-09-12,"Montréal, Quebec, Canada",0.0,0.0,165.41,89.35,0.0,254.76,Assist the Minister to Montreal for multiple roundtables/ meetings.
51883,Assist the Minister with meetings and events.,2013-09-14,2013-09-14,"Toronto, Ontario, Canada",0.0,98.1,0.0,0.0,0.0,98.1,Assist the Minister with meetings and events.
51884,Traveling with Minister to Stakeholder meeting and events.,2013-09-20,2013-09-22,"Toronto, Ontario, Canada",678.17,354.37,255.16,238.75,17.5,1543.95,Traveling with Minister to Stakeholder meeting and events.
51885,Assist the Minister with meetings and events.,2013-09-20,2013-09-20,"Richmond Hill, Ontario, Canada",0.0,60.5,0.0,0.0,0.0,60.5,Assist the Minister with meetings and events.
51886,Travel for Stakeholder meeting and events.,2013-09-20,2013-09-22,"Toronto, Ontario, Canada",678.17,25.0,252.88,238.75,0.0,1194.8,Travel for Stakeholder meeting and events.
51887,"Assist the Minister for meetings, events and media in Vancouver.",2013-09-25,2013-09-29,"Vancouver, British Columbia, Canada",1122.92,125.42,0.0,124.45,0.0,1372.79,"Assist the Minister for meetings, events and media in Vancouver."
51888,Participate in events and host roundtable discussions with community leaders in both Toronto and Vancouver.,2013-09-26,2013-09-27,"Vancouver, British Columbia, Canada",1139.87,100.0,185.23,91.5,0.0,1516.6,Participate in events and host roundtable discussions with community leaders in both Toronto and Vancouver.
51889,Ministerial,2013-09-27,2013-09-30,"Vancouver, British Columbia, Canada",1888.16,0.0,638.25,286.85,0.0,2813.26,Ministerial
51890,To assist the Minister at events and meetings.,2013-09-27,2013-09-30,"Vancouver, British Columbia, Canada",1258.52,283.36,648.25,160.75,0.0,2350.88,To assist the Minister at events and meetings.
51893,Assist the Minister with meetings and events.,2013-10-04,2013-10-04,"Toronto, Ontario, Canada",0.0,102.78,0.0,0.0,0.0,102.78,Assist the Minister with meetings and events.
51894,To assist the Minister and provide assistance with an appearance at a cultural dinner.,2013-10-05,2013-10-06,"Toronto, Ontario, Canada",580.96,89.83,0.0,0.0,0.0,670.79,To assist the Minister and provide assistance with an appearance at a cultural dinner.
51895,To attend events in Ethnic Communities on behalf of the Government of Canada.,2013-10-06,2013-10-08,"Toronto And Guelph, Ontario, Canada",678.91,0.0,276.08,253.15,0.0,1208.14,To attend events in Ethnic Communities on behalf of the Government of Canada.
51896,To assist the Minister at events and meetings.,2013-10-06,2013-10-08,"Toronto, Ontario, Canada",705.29,321.2,312.08,218.55,0.0,1557.12,To assist the Minister at events and meetings.
51897,Meetings to attend.,2013-10-07,2013-10-07,"Toronto, Ontario, Canada",336.26,0.0,0.0,0.0,0.0,336.26,Meetings to attend.
51898,Regional Tour and International Holocaust Remembrance Alliance events (Toronto).,2013-10-08,2013-10-10,"Toronto, Ontario, Canada",435.48,100.7,291.54,140.5,0.0,968.22,Regional Tour and International Holocaust Remembrance Alliance events (Toronto).
51899,To assist the Minister with roundtables and other Toronto events.,2013-10-09,2013-10-14,"Toronto, Ontario, Canada",248.04,160.16,0.0,17.3,0.0,425.5,To assist the Minister with roundtables and other Toronto events.
51900,"Case Processing Center (CPC) – Mississauga – tour of facilities, staff meeting and meeting with Management Team.",2013-10-09,2013-10-09,"Toronto, Ontario, Canada",174.96,50.0,0.0,15.75,0.0,240.71,"Case Processing Center (CPC) – Mississauga – tour of facilities, staff meeting and meeting with Management Team."
51901,To attend events in Ethnic Communities on behalf of the Government of Canada.,2013-10-09,2013-09-10,"Toronto, Ontario, Canada",580.48,0.0,184.45,107.45,0.0,872.38,To attend events in Ethnic Communities on behalf of the Government of Canada.
51902,To assist the Minister at events and meetings.,2013-10-09,2013-10-14,"Toronto, Ontario, Canada",278.94,340.0,184.45,76.6,0.0,879.99,To assist the Minister at events and meetings.
51903,Attend memorial of CIC employee.,2013-10-10,2013-10-10,"Toronto, Ontario, Canada",632.41,0.0,0.0,0.0,0.0,632.41,Attend memorial of CIC employee.
51904,To attend events in Ethnic Communities on behalf of the Government of Canada.,2013-10-12,2013-10-13,"Toronto, Ontario, Canada",813.77,0.0,149.64,75.05,0.0,1038.46,To attend events in Ethnic Communities on behalf of the Government of Canada.
51905,To assist the Minister at event and speak with guests about various issues.,2013-10-13,2013-10-13,"Toronto, Ontario, Canada",304.0,20.1,0.0,0.0,0.0,324.1,To assist the Minister at event and speak with guests about various issues.
51906,Roundtable consultation.,2013-10-15,2013-10-15,"Montréal, Quebec / Toronto, Ontario, Canada",282.5,110.0,15.1,0.0,0.0,407.6,Roundtable consultation.
51907,"Keynote speech at the skilled Migration Conference, announcement at Bow Valley College, roundtables, meetings with ethnic communities and media events.",2013-10-18,2013-10-19,"Calgary, Alberta, Canada",1817.69,110.0,170.82,122.55,0.0,2221.06,"Keynote speech at the skilled Migration Conference, announcement at Bow Valley College, roundtables, meetings with ethnic communities and media events."
51908,To assist the Minister at the Skilled Migration conference in Calgary Alberta.,2013-10-18,2013-10-19,"Calgary, Alberta, Canada",1940.89,0.0,0.0,107.45,0.0,2048.34,To assist the Minister at the Skilled Migration conference in Calgary Alberta.
51909,"To assist the Minister with meetings, events and a conference in Calgary.",2013-10-18,2013-10-20,"Calgary, Alberta, Canada",1431.74,70.0,200.82,164.55,0.0,1867.11,"To assist the Minister with meetings, events and a conference in Calgary."
51910,To travel to/from CIC office and home for internship.,2013-10-20,2013-11-15,"Ottawa, Ontario / Montréal, Quebec, Canada",0.0,401.28,0.0,0.0,0.0,401.28,To travel to/from CIC office and home for internship.
51912,Assist the Minister to the Canadian Association Business Incubation (CABI) conference and Citizenship ceremony at the Canadian National (CN)Tower.,2013-10-21,2013-10-21,"Toronto, Ontario, Canada",527.74,50.02,0.0,15.1,0.0,592.86,Assist the Minister to the Canadian Association Business Incubation (CABI) conference and Citizenship ceremony at the Canadian National (CN)Tower.
51913,Traveling with Minister to Stakeholder meeting and events.,2013-10-23,2013-10-24,"Vancouver, British Columbia, Canada",1330.84,63.07,212.75,160.9,0.0,1767.56,Traveling with Minister to Stakeholder meeting and events.
51914,Assist the Minister with meetings and events.,2013-12-07,2013-12-07,"Toronto, Ontario, Canada",0.0,71.5,0.0,0.0,0.0,71.5,Assist the Minister with meetings and events.
